,retailer_id,outlet_name,outlet_type_id,type_name,outlet_photo,lat,longi,street_address,pin_code,district,taluka,owner_name,contact_no,landmark,u_name,user_contact_no,beat_number,sub_beat,full_beat
1320,100503,Sri Kanti Basaveshwara Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TPJ77694519-IMG-20240928_1301113moi.jpeg,14.4808024,75.90416,Yaragunte rode davanagere,577004,Davangere,Davanagere,Veerabasappa,9845865484,Yaragunte rode davanagere,Sanjay kumar s,9964140461,1,P,1P
1319,100501,Sharath provision Stores & communication,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KOS19066033-IMG-20240928_140611f84h.jpeg,14.4836496,75.9016898,Yaragunte rode davanagere,577001,Davangere,Davanagere,Manjunath,9742587814,Yaragunte rode davanagere,Sanjay kumar s,9964140461,1,V,1V
1318,100500,LAXMI MAKERY & SWEETS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SPR66023265-IMG-20240928_132110m1h6.jpeg,14.4814252,75.9030956,Yaragunte rode davanagere,577001,Davangere,Davanagere,Malesh,9008736659,Yaragunte rode davanagere,Sanjay kumar s,9964140461,1,P,1P
1316,100492,S S STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QRD32518455-IMG-20240928_111616b7n9.jpeg,14.482744,75.9080101,Sps nagar davanagere,577001,Davangere,Davanagere,Raju,9916333035,Sps nagar davanagere,Sanjay kumar s,9964140461,1,U,1U
1312,100378,Renuka Devi Provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MCV94380805-IMG-20241001_114518p5ah.jpeg,14.4954117,75.9141033,Budihal rode davanagere,577001,Davangere,Davanagere,Prakash,9741413329,Budihal rode davanagere,Sanjay kumar s,9964140461,1,V,1V
1310,100349,Hale Kallu kgd lokappa Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KIL55170946-IMG-20241001_135917d449.jpeg,14.4834009,75.9162136,Budihal rode davanagere,577004,Davangere,Davanagere,Mala,8105485780,Budihal rode davanagere,Sanjay kumar s,9964140461,1,V,1V
1309,100346,NARUL PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HTI06201501-IMG-20241001_143018cd8n.jpeg,14.4799443,75.9152005,Budihal rode davanagere,577001,Davangere,Davanagere,Gayatri,9741745408,Budihal rode davanagere,Sanjay kumar s,9964140461,1,T,1T
1308,100345,RENUKA GENERAL STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IJY02554000-IMG-20241001_141912p20c.jpeg,14.4822682,75.9159247,Budihal rode davanagere,577001,Davangere,Davanagere,Dattanna,9980315445,Budihal rode davanagere,Sanjay kumar s,9964140461,1,U,1U
1307,100333,Chanbasappa shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CEM05467877-IMG-20241001_1252148bhl.jpeg,14.4834222,75.9162286,Budihal rode davanagere,577001,Davangere,Davanagere,Chanbasappa,9686181152,Budihal rode davanagere,Sanjay kumar s,9964140461,1,V,1V
1350,101900,MALNAD CAKE PALACE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KIG03235674-IMG-20250109_145054i25.jpeg,14.4574579,75.924628,Ktg nagar 3rd main 13th cross davanagere 577001,577001,Davangere,Davanagere,Abhinandan,7022993303,Ktg nagar 3rd main 13th cross davanagere 577001,Sanjay kumar s,9964140461,1,L,1L
1348,101884,MANJUNATH PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LJJ17558365-IMG-20250109_16322b5fd.jpeg,14.4538918,75.9261258,Nituvali road davanagere 577001,577001,Davangere,Davanagere,Manjunath,9742674575,Nituvali road davanagere 577001,Sanjay kumar s,9964140461,1,H,1H
1346,101768,MAHALAKSHMI FANCY & PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XTR03665456-IMG-20250111_1106b96gc.jpeg,14.4579036,75.9244803,Ktg nagar 1st main 11th cross davanagere 577001,577001,Davangere,Davanagere,Arpitha,8892638601,Ktg nagar 1st main 11th cross davanagere 577001,Sanjay kumar s,9964140461,1,L,1L
1345,101708,LAKSHMI CHILDREN CORNER,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VEP99609577-IMG-20250111_1344haikk.jpeg,14.4572865,75.9248542,bhagat singh nagar 4th cross davanagere 577001,577001,Davangere,Davanagere,Shivumurthy,9964882306,bhagat singh nagar 4th cross davanagere 577001,Sanjay kumar s,9964140461,1,L,1L
1344,101698,SHREE VERABHADRESHWARA STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VLE68634868-IMG-20250111_1515dblk5.jpeg,14.4576337,75.9251856,bhagat singh nagar 4th cross davanagere 577001,577001,Davangere,Davanagere,Ashok,9964709989,bhagat singh nagar 4th cross davanagere 577001,Sanjay kumar s,9964140461,1,L,1L
1343,101696,Sri Holi vennamma rice merchants,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TON32044753-IMG-20250111_1533b1a3o.jpeg,14.4577579,75.926872,bhagat singh nagar 1st main 8th cross davanagere 577001,577001,Davangere,Davanagere,Honappa,9886670782,bhagat singh nagar 1st main 8th cross davanagere 577001,Sanjay kumar s,9964140461,1,L,1L
1341,101694,SHASHANK PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XYN42286965-IMG-20250111_1550nm78b.jpeg,14.4573427,75.9274921,bhagat singh nagar 2nd main 10th cross davanagere 577001,577001,Davangere,Davanagere,Shashank,9980852057,bhagat singh nagar 2nd main 10th cross davanagere 577001,Sanjay kumar s,9964140461,1,K,1K
1340,101693,Veerbhadraeshwara store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RCB86962158-IMG-20250111_16018dn32.jpeg,14.4569951,75.9266543,bhagat singh nagar 2nd main 10th cross davanagere 577001,577001,Davangere,Davanagere,Mantesh,9286859344,bhagat singh nagar 2nd main 10th cross davanagere 577001,Sanjay kumar s,9964140461,1,K,1K
1339,101692,SRI SIDDAGANGA CAKE PALACE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MLS40801107-IMG-20250111_1619fem5j.jpeg,14.4547745,75.9230863,Ktg nagar 8th cross davanagere 577001,577001,Davangere,Davanagere,Lokesh,9042070968,Ktg nagar 8th cross davanagere 577001,Sanjay kumar s,9964140461,1,J,1J
1337,101512,Trishul bekary,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XLM62139105-IMG-20240822_114713hp8o.jpeg,14.4614445,75.9259541,KB Badavni Shiddamma park main road Davanagere,577002,Davangere,Davanagere,Vishvanath,9164488085,Government school,Unknown User,9632388953,1,N,1N
1336,101503,Sri Karibasavesaw kirani merchant,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/OSJ40059129-IMG-20240821_150216olb5.jpeg,14.4602713,75.9311143,APMC market old DC office Davanagere,577003,Davangere,Davanagere,Harish,9988670700,Old DC office,Unknown User,9632388953,1,N,1N
1335,101330,Varun provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BAO42002879-IMG-20240726_1153153k7g.jpeg,14.4662097,75.910735,Vinobhanagar 2nd main 4th cross Davanagere,577006,Davangere,Davanagere,Varun,9901934221,Maganubasappa school,Unknown User,9632388953,1,O,1O
1334,101323,Basaveswara provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NQF68762906-IMG-20240726_0932174i1i.jpeg,14.4707186,75.908203,Vinobhanagar 2nd main 1st cross Davanagere,577004,Davangere,Davanagere,Nagaraj,9663344121,PB road,Unknown User,9632388953,1,P,1P
1333,101289,The cake point,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PXH80623296-IMG-20240722_1334135g8d.jpeg,14.4733893,75.9115808,Devaraj uras Badavane shivale talkies Davanagere,577006,Davangere,Davanagere,Lokesh,9632819061,Shivali talkies,Unknown User,9632388953,1,P,1P
1329,101109,Subhan conteen,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MLO96131638-IMG-20240831_1154127nnb.jpeg,14.484268,75.9212325,Ring road  HKGN circle Davanagere,577001,Davangere,Davanagere,Mohammed subhan,9741224676,HKGN circle,Unknown User,9632388953,1,V,1V
1325,101052,Shri guru pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FTH70685418-IMG-20240904_15441a4dmo.jpeg,14.4513528,75.924581,Nittaval main road 4th cross police station Davanagere,577004,Davangere,Davanagere,Ramachandra,7019190893,Police station ,Unknown User,9632388953,1,H,1H
1373,102647,MANJUNATH PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XCJ53163578-IMG-20250104_1203fck53.jpeg,14.474653,75.9089276,Devaraj Urs Badavane davanagere 577001,577001,Davangere,Davanagere,Manjunath,9900757734,Devaraj Urs Badavane davanagere 577001,Sanjay kumar s,9964140461,1,P,1P
1372,102622,SRI SIDDESHWARA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QFI90234211-IMG-20250101_1211bij6i.jpeg,14.4776876,75.9276913,Halli mara circle davanagere 577001,577001,Davangere,Davanagere,Siddappa,9902239019,Halli mara circle davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1371,102613,Sri Shaila Bakery and sweets,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WRO97417695-IMG-20250101_1322n7kgb.jpeg,14.4780188,75.928137,Bethur road davanagere 577001,577001,Davangere,Davanagere,Jayappa,9964261396,Bethur road davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1370,102611,P VISHWANATHAPPA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QMY28831697-IMG-20250101_1331hce04.jpeg,14.4779664,75.9279397,Bethur road davanagere 577001,577001,Davangere,Davanagere,Manjunath,8088865872,Bethur road davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1369,102605,SRI MARULASIDDESHWARA STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XYI54067469-IMG-20250101_1452k9ido.jpeg,14.4781549,75.928145,Bethr road davanagere 577001,577001,Davangere,Davanagere,Kiran,9535260736,Bethr road davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1368,102600,MARULASIDDESHWARA GENERAL STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DNL84309399-IMG-20250101_1519aan6h.jpeg,14.4780366,75.9280716,Bethur road davanagere 577001,577001,Davangere,Davanagere,Ramesh,9740146532,Bethur road davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1367,102597,SUCHITRA BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YPC92384546-IMG-20250101_16154ge44.jpeg,14.4779582,75.9282822,Bethr road davanagere 577001,577004,Davangere,Davanagere,Prashant,8105550141,Bethr road davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1364,102531,SHREE BASAVESHWAR TRADERS ,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SVF91346208-IMG-20250106_12562eka4.jpeg,14.4733761,75.9290743,Bamboo bazar rd davanagere 577001,577001,Davangere,Davanagere,Harsha,9164111991,Bamboo bazar rd davanagere 577001,Sanjay kumar s,9964140461,1,Q,1Q
1362,102494,SRI BASAVESHWARA STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IJS78401307-IMG-20250106_1540ceini.jpeg,14.4741221,75.9293793,Bamboo bazar davanagere 577001,577001,Davangere,Davanagere,Dhanujay,6362851179,Bamboo bazar davanagere 577001,Sanjay kumar s,9964140461,1,Q,1Q
1361,102414,MURUTHY BEEDA STALL,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GBZ10448340-IMG-20250106_1624no9om.jpeg,14.4643702,75.9323523,Bamboo bazar davanagere 577001,577001,Davangere,Davanagere,Maruthy,8746998233,Bamboo bazar davanagere 577001,Sanjay kumar s,9964140461,1,N,1N
1358,102402,BUTTER SPONGE BAKERY & SWEETS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZEM09234906-IMG-20250106_1708pme8o.jpeg,14.4577569,75.9273435,Bagath sing nagar davanagere 577001,577001,Davangere,Davanagere,Rangnath,7795808217,Bagath sing nagar davanagere 577001,Sanjay kumar s,9964140461,1,K,1K
1357,102269,SHRI GURU KOTTURESHWARA STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VHH34161888-IMG-20250104_1549di4g2.jpeg,14.4766366,75.9169883,Kurubhara road davanagere 577001,577001,Davangere,Davanagere,Maltesh,9986199850,Kurubhara road davanagere 577001,Sanjay kumar s,9964140461,1,S,1S
1354,102179,E P STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DWO21866895-IMG-20250104_121251aj9.jpeg,14.4750025,75.9109724,Devaraj Urs Badavane davanagere 577001,577001,Davangere,Davanagere,Naveen,9500983994,Devaraj Urs Badavane davanagere 577001,Sanjay kumar s,9964140461,1,P,1P
1353,102032,SRI MALLIKARJUN GENERAL STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VNY91893745-IMG-20250109_1101bg6ib.jpeg,14.4572829,75.9245675,Nittavalli road davanagere 577001,577001,Davangere,Davanagere,Mallikarjun,8088218208,Nittavalli road davanagere 577001,Sanjay kumar s,9964140461,1,L,1L
1352,102002,SHRI VEERABHADRESHWARA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TBX55786300-IMG-20250109_1208iok7d.jpeg,14.45777,75.9267128,Bhagat Singh Nagar 1st main davanagere 577001,577001,Davangere,Davanagere,Jagadish,9483322497,Bhagat Singh Nagar 1st main davanagere 577001,Sanjay kumar s,9964140461,1,L,1L
1351,101991,SHIVA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SMZ66552662-IMG-20250109_1249og0kn.jpeg,14.4547979,75.9229061,Ktg nagar 17th main 3rd cross davanagere ,577001,Davangere,Davanagere,Jagadish,9060606037,Ktg nagar 17th main 3rd cross davanagere ,Sanjay kumar s,9964140461,1,J,1J
1392,103628,DINESH MARKETING,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZWL24941335-IMG-20241226_135242i4i.jpeg,14.4746425,75.9233493,Narasaraj road davanagere 577001,577001,Davangere,Davanagere,Mahesh,9483653506,Narasaraj road davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1390,103623,H B TRADERS,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VME70578072-IMG-20241226_1412d814e.jpeg,14.4747313,75.9233398,Narasaraj road davanagere 577001,577001,Davangere,Davanagere,Abdul,8105357955,Narasaraj road davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1388,103612,AMIT PATEL BEEDA STALL,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IZJ63880811-IMG-20241226_1504i5i68.jpeg,14.4693761,75.9195872,Vasanta talkies road davanagere 577001,577001,Davangere,Davanagere,Mohan,9540117352,Vasanta talkies road davanagere 577001,Sanjay kumar s,9964140461,1,O,1O
1386,103609,NEELAGUNDA GENERAL STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GVV83863612-IMG-20241226_1532k3omi.jpeg,14.4693565,75.9195007,Vasanta talkies road davanagere 577001,577001,Davangere,Davanagere,Rajesh,9900756111,Vasanta talkies road davanagere 577001,Sanjay kumar s,9964140461,1,O,1O
1385,103589,SATISH BEEDA STALL,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PDM39692300-IMG-20241226_1555gk1pm.jpeg,14.4695629,75.9199911,Mandipet davanagere 577001,577001,Davangere,Davanagere,Satish,9738504601,Mandipet davanagere 577001,Sanjay kumar s,9964140461,1,O,1O
1384,103072,THUKKAPPA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/NCE85545154-IMG-20241231_11022ma1i.jpeg,14.4729762,75.9195261,B s chanabasappa rd mandipet davanagere 577001,577001,Davangere,Davanagere,Thukkappa,6361833637,B s chanabasappa rd mandipet davanagere 577001,Sanjay kumar s,9964140461,1,R,1R
1383,103020,SRI RENUKA DEVI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AON23655411-IMG-20241231_1318n0e8n.jpeg,14.4832218,75.9106437,Sps nagar davanagere 577006,577006,Davangere,Davanagere,Manjula,9108336183,Sps nagar davanagere 577006,Sanjay kumar s,9964140461,1,U,1U
1382,103018,SANDEEP PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XNV85279781-IMG-20241231_1325hg2mj.jpeg,14.4833952,75.9100803,Sps nagar davanagere 577006,577006,Davangere,Davanagere,Sandeep,9686667156,Sps nagar davanagere 577006,Sanjay kumar s,9964140461,1,U,1U
1381,103015,Sri ealukote provision stores,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/OKU61380228-IMG-20241231_1335bkh4j.jpeg,14.4842993,75.9098823,#1245/B Sps nagar davanagere 577006,577006,Davangere,Davanagere,Annda,9743905232,#1245/B Sps nagar davanagere 577006,Sanjay kumar s,9964140461,1,V,1V
1380,103010,KISHORE PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KWR05058311-IMG-20241231_135632a2p.jpeg,14.4834015,75.9117585,Sps nagar davanagere 577001,577001,Davangere,Davanagere,Marithi,9482492640,Sps nagar davanagere 577001,Sanjay kumar s,9964140461,1,U,1U
1379,103003,GURU PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RXX44133397-IMG-20241231_1502k20l8.jpeg,14.4734177,75.9139773,Jallinagar davanagere 577001,577001,Davangere,Davanagere,Tippesh,9481163353,Jallinagar davanagere 577001,Sanjay kumar s,9964140461,1,S,1S
1378,102996,NAGESH STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GTH72693233-IMG-20241231_1541p8lcf.jpeg,14.4678715,75.9138914,Pb road davanagere 577001,577001,Davangere,Davanagere,Nagesh,9845457534,Pb road davanagere 577001,Sanjay kumar s,9964140461,1,O,1O
1377,102682,MANASA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TFE48043637-IMG-20250104_10094m491.jpeg,14.4655258,75.902881,Ring road davanagere 577001,577001,Davangere,Davanagere,Maruthi,9663821658,Ring road davanagere 577001,Sanjay kumar s,9964140461,1,M,1M
1376,102665,SRI KOTTURESHWARA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PCP23296738-IMG-20250104_10552oe53.jpeg,14.474445,75.9077783,Devaraj Urs Badavane 2nd main 8th cross davanagere 577001,577001,Davangere,Davanagere,Shivumurthiy,9481447533,Devaraj Urs Badavane 2nd main 8th cross davanagere 577001,Sanjay kumar s,9964140461,1,P,1P
1375,102663,SRI THIRUMALA TRADERS,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KWZ67879568-IMG-20250104_1106b9b7i.jpeg,14.4745275,75.9079116,Devaraj Urs Badavane 2nd main 8th cross davanagere 577001,577001,Davangere,Davanagere,Praveen,7899069342,Devaraj Urs Badavane 2nd main 8th cross davanagere 577001,Sanjay kumar s,9964140461,1,P,1P
1374,102650,NEW GANESH BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PKL83085426-IMG-20250104_11561ddd1.jpeg,14.4746483,75.9089381,Devaraj Urs Badavane davanagere 577001,577001,Davangere,Davanagere,Girish,9902747579,Devaraj Urs Badavane davanagere 577001,Sanjay kumar s,9964140461,1,P,1P
1413,104645,S S G KIRANI STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/UQP59406091-IMG-20241217_16037205a.jpeg,14.4730934,75.912292,Shivali Talkies Road jallinagar davanagere 577006,577006,Davangere,Davanagere,Syed Sadath,9008595524,Shivali Talkies Road jallinagar davanagere 577006,Sanjay kumar s,9964140461,1,P,1P
1412,104640,DEEPA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BDJ60948354-IMG-20241217_16361o0kd.jpeg,14.4737829,75.9118065,Shivali talkies road jallinagar davanagere 577006,577006,Davangere,Davanagere,Gowdru,9902028479,Shivali talkies road jallinagar davanagere 577006,Sanjay kumar s,9964140461,1,P,1P
1409,104270,SRI SHIVANARADAMUNI BEKARY & SWEETS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YTJ69409491-IMG-20241220_11061o1gj.jpeg,14.4731521,75.9194593,B s chanbasappa 1 cross kalika devi road davanagere 577001,577001,Davangere,Davanagere,Anil,9164694237,B s chanbasappa 1 cross kalika devi road davanagere 577001,Sanjay kumar s,9964140461,1,S,1S
1408,104211,YATTINAHALLI TRADING COMPANY,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/UHT19049665-IMG-20241220_12504bpde.jpeg,14.4714741,75.921043,M G ROAD CROSS BEHIND BAKKESHWARA TEMPLE 577001,577001,Davangere,Davanagere,Eranna,9066575138,M G ROAD CROSS BEHIND BAKKESHWARA TEMPLE 577001,Sanjay kumar s,9964140461,1,R,1R
1406,104196,KUDUR JYOTI STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DGH93339299-IMG-20241220_13386e8h7.jpeg,14.4698865,75.9231446,Chamraj peat davanagere 577001,577001,Davangere,Davanagere,Manjunath,9449729552,Chamraj peat davanagere 577001,Sanjay kumar s,9964140461,1,Q,1Q
1405,104189,NAGAPPA BEEDA STALL,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AFB00258083-IMG-20241220_1424j0pnc.jpeg,14.4723588,75.9208919,Chamaraj peat davanagere 577001,577001,Davangere,Davanagere,Raju,9844187742,Chamaraj peat davanagere 577001,Sanjay kumar s,9964140461,1,R,1R
1404,104187,Shri Aditya traders,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FOE15832630-IMG-20241220_1439ajme9.jpeg,14.4716476,75.9210662,Chamraj peat davanagere 577001,577001,Davangere,Davanagere,Raksha,9686181530,Chamraj peat davanagere 577001,Sanjay kumar s,9964140461,1,R,1R
1403,104179,SRI VEERABHADRESHWARA STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RPN09154430-IMG-20241220_1551g3e1m.jpeg,14.4711298,75.921001,Chamraj peat davanagere 577001,577001,Davangere,Davanagere,Shankar,9743920030,Chamraj peat davanagere 577001,Sanjay kumar s,9964140461,1,R,1R
1402,104178,SRI VEERABHADRESHWARA STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KST75580335-IMG-20241220_15571n2g3.jpeg,14.4710457,75.9210167,Chamraj peat davanagere 577001,577001,Davangere,Davanagere,Manjunath,9513336696,Chamraj peat davanagere 577001,Sanjay kumar s,9964140461,1,R,1R
1401,104159,BHARATH BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZOQ41305839-IMG-20241221_1041mcdf1.jpeg,14.4654468,75.9316447,"Bamboo Bazar Rd, Davanagere, 577001",577001,Davangere,Davanagere,Shanth kumar,7760941439,"Bamboo Bazar Rd, Davanagere, 577001",Sanjay kumar s,9964140461,1,N,1N
1400,104141,SRI KOTTURESHWARA PROVISION STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FKW81664635-IMG-20241221_1155b4j80.jpeg,14.4710159,75.9210049,Chamraj peat davanagere 577001,577001,Davangere,Davanagere,Kotresh,9880415042,Chamraj peat davanagere 577001,Sanjay kumar s,9964140461,1,R,1R
1399,104093,KUMAR SWAMY PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CEZ87834757-IMG-20241221_1307aafen.jpeg,14.4704375,75.9206955,Chamraj peat davanagere 577001,577001,Davangere,Davanagere,Udhay,9538656455,Chamraj peat davanagere 577001,Sanjay kumar s,9964140461,1,R,1R
1398,104035,SRI ANJANAYYA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/REE48398949-IMG-20241221_16146ll0e.jpeg,14.4707892,75.9077333,Devaraj Badavane davanagere 577001,577001,Davangere,Davanagere,Anjaneya,8548098285,Devaraj Badavane davanagere 577001,Sanjay kumar s,9964140461,1,P,1P
1397,104033,MATESHWARI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IMF30187191-IMG-20241221_16298gelo.jpeg,14.4739684,75.9113159,Devaraj Badavane Davanagere 577001,577001,Davangere,Davanagere,Devaraj,7357063574,Devaraj Badavane Davanagere 577001,Sanjay kumar s,9964140461,1,P,1P
1395,104016,SHREE VASAVI GENERAL STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SCD52404730-IMG-20241221_1652n56e6.jpeg,14.4738481,75.911307,Devaraj Badavane Davanagere 577001,577001,Davangere,Davanagere,Nagaraj,9844403144,Devaraj Badavane Davanagere 577001,Sanjay kumar s,9964140461,1,P,1P
1393,103630,I K PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MRF26573900-IMG-20241226_1336kb3kh.jpeg,14.474534,75.9238754,Narasaraj road davanagere 577001,577001,Davangere,Davanagere,Mansoor,9611877636,Narasaraj road davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1446,106792,Sri Anjaneya provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/OXP50184743-IMG-20241203_1324phbnj.jpeg,14.4403379,75.8958291,Shamanur davanagere,577001,Davangere,Davanagere,Madhu rao,8431150810,Shamanur davanagere,Sanjay kumar s,9964140461,1,C,1C
1445,106787,SHASHANK PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MLG64138185-IMG-20241203_13292mjjn.jpeg,14.4403425,75.8958277,Shamanur davanagere,577001,Davangere,Davanagere,Santhosh,9148275550,Shamanur davanagere,Sanjay kumar s,9964140461,1,C,1C
1444,106360,Shiv Shakti provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HUT04801237-IMG-20241203_1335a9cfi.jpeg,14.4398706,75.8956299,Shamanur davanagere,577001,Davangere,Davanagere,Suresh,9980113062,Shamanur davanagere,Sanjay kumar s,9964140461,1,C,1C
1442,106339,THE CAKE BAKER'S,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XJU42119407-IMG-20241203_1609ildoc.jpeg,14.4472533,75.906917,Davanagere,577004,Davangere,Davanagere,Manjunath,7338352999,Davanagere,Sanjay kumar s,9964140461,1,F,1F
